StateName,DistrictName,BlockName,Season,Sector,Category,Crop,QueryType,QueryText,KccAns,CreatedOn,year,month
PUNJAB,BHATINDA,PHUL,NA,AGRICULTURE,Others,Wheat,Weather,Farmer asked query on Weather,ਮੌਸਮ -ਅੱਜ ਮੌਸਮ ਬੱਦਲ ਵਾਈ ਵਾਲਾ ਰਹੇਗਾ ਅਤੇ ਹਲਕੀ ਬਰਸਾਤ ਦੀ ਸੰਭਾਵਨਾ ਰਹੇਗੀ | ਵੱਧ ਤੋਂ ਵੱਧ ਤਾਪਮਾਨ 15 ਡਿਗਰੀ ਸੈਲਸੀਅਸ ਅਤੇ ਘੱਟ ਤੋਂ ਘੱਟ 3-5 ਡਿਗਰੀ ਸੈਲਸੀਅਸ ਰਹੇਗਾ ਅਤੇ ਹਵਾ ਦੀ ਗਤੀ 10-15 ਕਿਲੋਮੀਟਰ ਪ੍ਰਤੀ ਘੰਟਾ ਹੈ ,2025-01-03T13:41:51.77,2025,1
PUNJAB,BHATINDA,PHUL,NA,AGRICULTURE,Cereals,Wheat,Fertilizer Use and Availability,"Information regarding the control of Zinc deficiency in Wheat?
",ਜੇਕਰ ਫਸਲ ਵਿੱਚ ਜਿੰਕ ਦੀ ਘਾਟ ਜਾਪੇ ਤਾਂ 1 ਕਿੱਲੋ ਜਿੰਕ ਸਲਫੇਟ ਹੈਪਟਾਹਾਈਡ੍ਰੇਟ 21% ਅਤੇ 500 ਗ੍ਰਾਮ ਅਣ-ਬੁਝਿਆ ਚੂਨਾ ਜਾਂ 600 ਗ੍ਰਾਮ ਜਿੰਕ ਸਲਫੇਟ ਮੋਨੋਹਾਈਡ੍ਰੇਟ 33% ਅਤੇ 300 ਗ੍ਰਾਮ ਅਣ-ਬੁਝਿਆ ਚੂਨਾ ਨੂੰ 200 ਲੀਟਰ ਪਾਣੀ ਵਿੱਚ ਪਾ ਕੇ ਪ੍ਰਤੀ ਏਕੜ ਛਿੜਕਾਅ ਕਰੋ 10-15 ਦਿਨਾਂ ਦੇ ਵਕਫ਼ੇ 'ਤੇ 2-3 ਛਿੜਕਾਅ ਕਰੋI,2025-01-03T13:42:54.597,2025,1
PUNJAB,BHATINDA,PHUL,NA,AGRICULTURE,Cereals,Barley (Jau),Sowing Time and Weather,"Information regarding sowing time of barley ?
", ਜੋਂ ਦੀ ਫ਼ਸਲ ਲਈ ਬਿਜਾਈ ਦਾ ਸਮਾਂ- 15 ਅਕਤੂਬਰ ਤੋਂ 15 ਨਵੰਬਰ ਤੱਕ ਕਰੋ ।,2025-01-03T13:43:44.38,2025,1
PUNJAB,BHATINDA,BATHINDA,NA,AGRICULTURE,Others,Others,	Plant Protection	,"Information regarding contact number of  GADVASU LUDHIANA?
","ਗਡਵਾਸੂ ਲੁਧਿਆਣਾ ਦਾ ਸੰਪਰਕ ਨੰਬਰ-0161 241 4005,0161-2414060. 2414026 ",2025-01-03T14:02:25.94,2025,1
PUNJAB,BHATINDA,MAUR,NA,AGRICULTURE,Cereals,Wheat,	Water Management	,Farmer asked query on Weather,ਮੌਸਮ -ਅੱਜ ਮੌਸਮ ਬੱਦਲ ਵਾਈ ਵਾਲਾ ਰਹੇਗਾ ਅਤੇ ਹਲਕੀ ਬਰਸਾਤ ਦੀ ਸੰਭਾਵਨਾ ਰਹੇਗੀ | ਵੱਧ ਤੋਂ ਵੱਧ ਤਾਪਮਾਨ 15 ਡਿਗਰੀ ਸੈਲਸੀਅਸ ਅਤੇ ਘੱਟ ਤੋਂ ਘੱਟ 3-5 ਡਿਗਰੀ ਸੈਲਸੀਅਸ ਰਹੇਗਾ ਅਤੇ ਹਵਾ ਦੀ ਗਤੀ 10-15 ਕਿਲੋਮੀਟਰ ਪ੍ਰਤੀ ਘੰਟਾ ਹੈ ,2025-01-03T14:42:10.443,2025,1
PUNJAB,BHATINDA,NATHANA,NA,AGRICULTURE,Cereals,Wheat,	Plant Protection	,"Information regarding the combine control of grassy weeds and broad leaf weeds in wheat ?
","ਕਣਕ ਦੀ ਫਸਲ ਵਿੱਚ ਘਾਹ ਵਾਲੇ ਨਦੀਨਾਂ ਅਤੇ ਚੌੜੇ ਪੱਤੇ ਵਾਲੇ ਨਦੀਨਾਂ ਦੀ ਰੋਕਥਾਮ ਲਈ 16 ਗ੍ਰਾਮ ਟੋਟਲ/ਮਾਰਕਪਾਵਰ 75 ਡਬਲਯੂ ਜੀ (ਸਲਫੋਸਲਫੂਰਾਨ 75 ਡਬਲਯੂ +ਮੈਟਸਲਫੂਰਾਨ 5 ਡਬਲਯੂ ਜੀ) ਜਾਂ 160 ਗ੍ਰਾਮ ਐਟਲਾਂਟਿਸ 3.6 ਡਬਲਯੂ ਡੀ ਜੀ (ਮਿਜੋਸਲਫੂਰਾਨ 3% ਡਬਲਯੂ ਡੀ ਜੀ+ਆਇਡੋਸਲਫੂਰਾਨ 0.6% ਡਬਲਯੂ ਡੀ ਜੀ) ਜਾਂ 500 ਮਿਲੀਲੀਟਰ ਅਕੋਰਡ ਪਲੱਸ 22 ਈ ਸੀ (ਫਿਨੋਕਸਪਰੋਪ 8% ਈ ਸੀ+ ਮੈਟਰੀਬਿਊਜਿਨ 14%) ਜਾਂ 200  ਗ੍ਰਾਮ ਸ਼ਗੁਨ 21-11(ਕਲੋਡੀਨਾਫੌਪ 12%+ਮੈਟਰੀਬਿਉਜਿਨ 42%) ਜਾਂ 240 ਗ੍ਰਾਮ ਏ.ਸੀ.ਐੱਮ-9 ਡਬਲਯੂ ਪੀ (ਕਲੋਡੀਨਾਫੌਪ 9%+ਮੈਟਰੀਬਿਉਜਿਨ 20%) ਨੂੰ 150 ਲੀਟਰ ਪਾਣੀ ਵਿੱਚ ਮਿਲਾ ਕੇ ਕਣਕ ਦੀ ਬਿਜਾਈ ਦੇ 35-45  ਦਿਨਾਂ ਅੰਦਰ ਛਿੜਕਾਅ ਕਰੋ ਅਕੋਰਡ ਪਲੱਸ 22 ਈ ਸੀ, ਏ.ਸੀ.ਐੱਮ-9 ਅਤੇ ਸ਼ਗੁਨ 21-11 ਨੂੰ ਕਣਕ ਦੀ ਪੀ ਬੀ ਡਬਲਯੂ 550, ਅਤੇ ਉੱਨਤ ਪੀ ਬੀ ਡਬਲਯੂ 550 ਕਿਸਮ 'ਤੇ ਛਿੜਕਾਅ ਨਾ ਕਰੋ ",2025-01-03T14:47:48.553,2025,1
PUNJAB,BHATINDA,RAMPURA,NA,AGRICULTURE,Others,Others,Weather,Farmer asked query on Weather,ਮੌਸਮ -ਅੱਜ ਮੌਸਮ ਬੱਦਲ ਵਾਈ ਵਾਲਾ ਰਹੇਗਾ ਅਤੇ ਹਲਕੀ ਬਰਸਾਤ ਦੀ ਸੰਭਾਵਨਾ ਰਹੇਗੀ | ਵੱਧ ਤੋਂ ਵੱਧ ਤਾਪਮਾਨ 15 ਡਿਗਰੀ ਸੈਲਸੀਅਸ ਅਤੇ ਘੱਟ ਤੋਂ ਘੱਟ 3-5 ਡਿਗਰੀ ਸੈਲਸੀਅਸ ਰਹੇਗਾ ਅਤੇ ਹਵਾ ਦੀ ਗਤੀ 10-15 ਕਿਲੋਮੀਟਰ ਪ੍ਰਤੀ ਘੰਟਾ ਹੈ ,2025-01-03T16:35:19.68,2025,1
PUNJAB,BHATINDA,PHUL,NA,AGRICULTURE,Others,Others,Weather,Farmer asked query on Weather,ਮੌਸਮ -ਅੱਜ ਮੌਸਮ ਬੱਦਲ ਵਾਈ ਵਾਲਾ ਰਹੇਗਾ ਅਤੇ ਹਲਕੀ ਬਰਸਾਤ ਦੀ ਸੰਭਾਵਨਾ ਰਹੇਗੀ | ਵੱਧ ਤੋਂ ਵੱਧ ਤਾਪਮਾਨ 15 ਡਿਗਰੀ ਸੈਲਸੀਅਸ ਅਤੇ ਘੱਟ ਤੋਂ ਘੱਟ 3-5 ਡਿਗਰੀ ਸੈਲਸੀਅਸ ਰਹੇਗਾ ਅਤੇ ਹਵਾ ਦੀ ਗਤੀ 10-15 ਕਿਲੋਮੀਟਰ ਪ੍ਰਤੀ ਘੰਟਾ ਹੈ ,2025-01-03T20:21:02.863,2025,1
PUNJAB,BHATINDA,TALWANDI SABO,NA,AGRICULTURE,Cereals,Wheat,Fertilizer Use and Availability,"Information regarding control of zinc and nitrogen deficiency in wheat?
","ਕਣਕ ਦੇ ਪੀਲੇਪਨ ਨੂੰ ਘਟਾਉਣ ਲਈ ਤੁਸੀਂ 2.5 ਕਿਲੋ ਯੂਰੀਆ + 500 ਗ੍ਰਾਮ ਜ਼ਿੰਕ ਸਲਫੇਟ (21%) ਨੂੰ 100 ਲੀਟਰ ਪਾਣੀ ਵਿੱਚ ਘੋਲ ਕੇ ਪ੍ਰਤੀ ਏਕੜ ਦੇ ਹਿਸਾਬ ਨਾਲ ਛਿੜਕਾਅ ਕਰ ਸਕਦੇ ਹੋ।
ਕਣਕ ਦੇ ਚੰਗੇ ਝਾੜ ਅਤੇ ਪੀਲੇਪਨ ਨੂੰ ਘਟਾਉਣ ਲਈ ਤੁਸੀਂ 2.5 ਕਿਲੋ ਯੂਰੀਆ + 250-300 ਗ੍ਰਾਮ ਜ਼ਿੰਕ ਸਲਫੇਟ (33%) ਨੂੰ 100 ਲੀਟਰ ਪਾਣੀ ਵਿੱਚ ਘੋਲ ਕੇ ਪ੍ਰਤੀ ਏਕੜ ਦੇ ਹਿਸਾਬ ਨਾਲ ਛਿੜਕਾਅ ਕਰ ਸਕਦੇ ਹੋ।",2025-01-04T12:11:10.06,2025,1
PUNJAB,BHATINDA,RAMPURA,NA,AGRICULTURE,Cereals,Wheat,	Plant Protection	,Farmer asked query on Weather,ਮੌਸਮ -2 ਦਿਨ ਮੌਸਮ ਬੱਦਲ ਵਾਈ ਵਾਲਾ ਰਹੇਗਾ ਪਰ ਮੀਂਹ ਦੀ ਕੋਈ ਸੰਭਾਵਨਾ ਨਹੀਂ ਹੈ  I ਵੱਧ ਤੋਂ ਵੱਧ ਤਾਪਮਾਨ 21  ਡਿਗਰੀ ਸੈਲਸੀਅਸ ਅਤੇ ਘੱਟ ਤੋਂ ਘੱਟ 10-12 ਡਿਗਰੀ ਸੈਲਸੀਅਸ ਰਹੇਗਾ ਅਤੇ ਹਵਾ ਦੀ ਗਤੀ 10  ਕਿਲੋਮੀਟਰ ਪ੍ਰਤੀ ਘੰਟਾ ਹੈ ,2025-01-04T13:10:09.083,2025,1
PUNJAB,BHATINDA,RAMPURA,NA,AGRICULTURE,Others,Others,Weather,Farmer asked query on Weather,ਮੌਸਮ -ਅੱਜ ਮੌਸਮ ਬੱਦਲ ਵਾਈ ਵਾਲਾ ਰਹੇਗਾ ਅਤੇ ਹਲਕੀ ਬਰਸਾਤ ਦੀ ਸੰਭਾਵਨਾ ਰਹੇਗੀ | ਵੱਧ ਤੋਂ ਵੱਧ ਤਾਪਮਾਨ 15 ਡਿਗਰੀ ਸੈਲਸੀਅਸ ਅਤੇ ਘੱਟ ਤੋਂ ਘੱਟ 3-5 ਡਿਗਰੀ ਸੈਲਸੀਅਸ ਰਹੇਗਾ ਅਤੇ ਹਵਾ ਦੀ ਗਤੀ 10-15 ਕਿਲੋਮੀਟਰ ਪ੍ਰਤੀ ਘੰਟਾ ਹੈ ,2025-01-04T13:36:15.183,2025,1
